event_type,session_id,customer_id,page,product_id,action,city,device,ingested_at,event_timestamp,event_date,event_hour,processed_at
click,SESS-48254,498,product,8,purchase,PUNE,desktop,2026-03-15T11:17:00.007Z,2026-03-15T11:16:55.399Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-39621,23,home,3,view,MUMBAI,tablet,2026-03-15T11:17:00.007Z,2026-03-15T11:16:55.399Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-95964,20,checkout,5,search,MUMBAI,desktop,2026-03-15T11:31:30.006Z,2026-03-15T11:31:00.787Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-77251,434,checkout,7,search,CHENNAI,mobile,2026-03-15T11:31:30.006Z,2026-03-15T11:31:00.787Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-99744,434,search,4,purchase,CHENNAI,mobile,2026-03-15T11:31:30.006Z,2026-03-15T11:31:05.017Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-43773,271,home,8,view,DELHI,desktop,2026-03-15T11:31:30.006Z,2026-03-15T11:31:05.017Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-23695,498,search,5,remove,CHENNAI,mobile,2026-03-15T11:31:30.006Z,2026-03-15T11:31:05.017Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-99475,191,checkout,6,remove,CHENNAI,tablet,2026-03-15T11:31:30.006Z,2026-03-15T11:31:09.164Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-33598,26,cart,7,view,PUNE,mobile,2026-03-15T11:31:30.006Z,2026-03-15T11:31:09.164Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-95336,285,cart,4,view,BENGALURU,tablet,2026-03-15T11:31:30.006Z,2026-03-15T11:31:13.313Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-54244,22,cart,8,purchase,PUNE,tablet,2026-03-15T11:31:30.006Z,2026-03-15T11:31:13.314Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-39676,74,home,3,remove,BENGALURU,tablet,2026-03-15T11:31:30.006Z,2026-03-15T11:31:17.463Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-96553,316,checkout,1,remove,HYDERABAD,tablet,2026-03-15T11:31:30.006Z,2026-03-15T11:31:17.463Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-10324,393,cart,2,remove,CHENNAI,tablet,2026-03-15T11:31:30.006Z,2026-03-15T11:31:17.463Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-67257,41,product,6,view,MUMBAI,tablet,2026-03-15T11:31:30.006Z,2026-03-15T11:31:21.625Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-36221,219,cart,8,search,DELHI,desktop,2026-03-15T11:31:30.006Z,2026-03-15T11:31:21.625Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-50368,92,home,3,search,DELHI,mobile,2026-03-15T11:31:30.006Z,2026-03-15T11:31:21.625Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-49676,213,cart,8,add_to_cart,PUNE,tablet,2026-03-15T11:31:30.006Z,2026-03-15T11:31:25.771Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-87718,202,product,6,search,PUNE,mobile,2026-03-15T11:31:30.006Z,2026-03-15T11:31:25.771Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-88626,92,search,1,purchase,PUNE,tablet,2026-03-15T11:31:30.006Z,2026-03-15T11:31:25.772Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-20135,41,product,6,purchase,DELHI,mobile,2026-03-15T11:08:30.012Z,2026-03-15T11:08:01.647Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-28564,142,checkout,7,remove,MUMBAI,tablet,2026-03-15T11:08:30.012Z,2026-03-15T11:08:01.647Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-28488,144,search,1,purchase,MUMBAI,desktop,2026-03-15T11:08:30.012Z,2026-03-15T11:08:01.647Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-56721,104,product,1,purchase,DELHI,desktop,2026-03-15T11:08:30.012Z,2026-03-15T11:08:05.810Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-58141,292,cart,2,add_to_cart,DELHI,mobile,2026-03-15T11:08:30.012Z,2026-03-15T11:08:05.810Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-32405,22,cart,2,add_to_cart,MUMBAI,mobile,2026-03-15T11:08:30.012Z,2026-03-15T11:08:05.810Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-88902,460,checkout,5,remove,HYDERABAD,mobile,2026-03-15T11:08:30.012Z,2026-03-15T11:08:09.958Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-69029,261,home,1,remove,DELHI,tablet,2026-03-15T11:08:30.012Z,2026-03-15T11:08:09.958Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-34785,226,home,1,add_to_cart,HYDERABAD,tablet,2026-03-15T11:08:30.012Z,2026-03-15T11:08:14.093Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-56547,235,home,8,add_to_cart,CHENNAI,tablet,2026-03-15T11:08:30.012Z,2026-03-15T11:08:14.106Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-66040,129,cart,7,view,PUNE,desktop,2026-03-15T11:08:30.012Z,2026-03-15T11:08:14.106Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-82129,362,search,4,view,CHENNAI,tablet,2026-03-15T11:08:30.012Z,2026-03-15T11:08:18.251Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-10485,248,cart,2,search,PUNE,tablet,2026-03-15T11:08:30.012Z,2026-03-15T11:08:18.252Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-30813,308,search,5,add_to_cart,PUNE,mobile,2026-03-15T11:08:30.012Z,2026-03-15T11:08:18.252Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-82109,482,cart,4,purchase,DELHI,tablet,2026-03-15T11:08:30.012Z,2026-03-15T11:08:22.412Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-96864,309,cart,6,purchase,CHENNAI,mobile,2026-03-15T11:08:30.012Z,2026-03-15T11:08:22.412Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-55987,244,cart,1,purchase,PUNE,desktop,2026-03-15T11:08:30.012Z,2026-03-15T11:08:22.412Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-66782,288,product,1,purchase,DELHI,mobile,2026-03-15T11:08:30.012Z,2026-03-15T11:08:26.567Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-43518,360,home,2,purchase,MUMBAI,tablet,2026-03-15T11:08:30.012Z,2026-03-15T11:08:26.567Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-69702,177,cart,8,purchase,DELHI,mobile,2026-03-15T11:08:30.012Z,2026-03-15T11:08:26.567Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-31655,371,search,6,remove,MUMBAI,tablet,2026-03-15T11:20:30.009Z,2026-03-15T11:20:03.222Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-64355,33,checkout,3,view,CHENNAI,desktop,2026-03-15T11:20:30.009Z,2026-03-15T11:20:03.223Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-78976,462,checkout,2,view,DELHI,desktop,2026-03-15T11:20:30.009Z,2026-03-15T11:20:03.223Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-45676,312,home,6,add_to_cart,BENGALURU,tablet,2026-03-15T11:20:30.009Z,2026-03-15T11:20:07.378Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-63833,194,product,8,search,DELHI,desktop,2026-03-15T11:20:30.009Z,2026-03-15T11:20:07.378Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-86920,209,cart,1,add_to_cart,HYDERABAD,mobile,2026-03-15T11:20:30.009Z,2026-03-15T11:20:11.533Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-70053,443,product,2,search,HYDERABAD,mobile,2026-03-15T11:20:30.009Z,2026-03-15T11:20:11.533Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-41689,484,home,3,add_to_cart,MUMBAI,tablet,2026-03-15T11:20:30.009Z,2026-03-15T11:20:15.686Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-42422,122,home,3,add_to_cart,BENGALURU,desktop,2026-03-15T11:20:30.009Z,2026-03-15T11:20:15.686Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-20429,190,product,7,purchase,DELHI,tablet,2026-03-15T11:20:30.009Z,2026-03-15T11:20:15.686Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-85902,21,checkout,5,view,DELHI,tablet,2026-03-15T11:20:30.009Z,2026-03-15T11:20:19.845Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-63794,372,cart,3,view,PUNE,desktop,2026-03-15T11:20:30.009Z,2026-03-15T11:20:19.845Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-23070,99,product,1,view,CHENNAI,tablet,2026-03-15T11:20:30.009Z,2026-03-15T11:20:19.845Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-70503,192,product,1,view,CHENNAI,tablet,2026-03-15T11:20:30.009Z,2026-03-15T11:20:23.975Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-13937,299,product,7,search,BENGALURU,tablet,2026-03-15T11:20:30.009Z,2026-03-15T11:20:23.975Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-56111,427,search,7,search,HYDERABAD,mobile,2026-03-15T11:20:30.009Z,2026-03-15T11:20:28.112Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-21554,111,search,6,remove,HYDERABAD,desktop,2026-03-15T11:20:30.009Z,2026-03-15T11:20:28.112Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-85010,165,cart,7,add_to_cart,CHENNAI,mobile,2026-03-15T11:20:30.009Z,2026-03-15T11:20:28.113Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-36142,62,search,5,add_to_cart,PUNE,mobile,2026-03-15T11:08:00.010Z,2026-03-15T11:07:30.360Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-82893,276,cart,3,purchase,CHENNAI,mobile,2026-03-15T11:08:00.010Z,2026-03-15T11:07:30.360Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-74587,271,checkout,6,add_to_cart,PUNE,desktop,2026-03-15T11:08:00.010Z,2026-03-15T11:07:34.645Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-33497,376,search,2,view,PUNE,desktop,2026-03-15T11:08:00.010Z,2026-03-15T11:07:34.646Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-88582,404,product,6,view,BENGALURU,tablet,2026-03-15T11:08:00.010Z,2026-03-15T11:07:38.811Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-27137,10,product,5,remove,MUMBAI,mobile,2026-03-15T11:08:00.010Z,2026-03-15T11:07:38.811Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-38511,320,home,4,add_to_cart,HYDERABAD,desktop,2026-03-15T11:08:00.010Z,2026-03-15T11:07:42.944Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-16180,193,product,1,remove,HYDERABAD,tablet,2026-03-15T11:08:00.010Z,2026-03-15T11:07:42.944Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-40419,253,cart,8,add_to_cart,HYDERABAD,mobile,2026-03-15T11:08:00.010Z,2026-03-15T11:07:42.944Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-40812,416,home,7,view,BENGALURU,desktop,2026-03-15T11:08:00.010Z,2026-03-15T11:07:47.085Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-12310,4,search,3,search,MUMBAI,mobile,2026-03-15T11:08:00.010Z,2026-03-15T11:07:47.101Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-20357,406,cart,3,remove,PUNE,tablet,2026-03-15T11:08:00.010Z,2026-03-15T11:07:47.101Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-40957,316,product,6,purchase,CHENNAI,tablet,2026-03-15T11:08:00.010Z,2026-03-15T11:07:51.249Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-38492,124,checkout,6,remove,CHENNAI,mobile,2026-03-15T11:08:00.010Z,2026-03-15T11:07:51.249Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-18412,497,search,2,add_to_cart,DELHI,tablet,2026-03-15T11:08:00.010Z,2026-03-15T11:07:51.252Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-35843,371,home,6,view,BENGALURU,tablet,2026-03-15T11:08:00.010Z,2026-03-15T11:07:55.403Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-13649,248,cart,5,remove,BENGALURU,tablet,2026-03-15T11:08:00.010Z,2026-03-15T11:07:55.403Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-36956,254,product,7,search,CHENNAI,desktop,2026-03-15T11:23:00.007Z,2026-03-15T11:22:33.266Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-38827,303,home,7,view,MUMBAI,tablet,2026-03-15T11:23:00.007Z,2026-03-15T11:22:33.266Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-99956,128,checkout,7,search,PUNE,mobile,2026-03-15T11:23:00.007Z,2026-03-15T11:22:37.434Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-54544,256,search,1,purchase,MUMBAI,tablet,2026-03-15T11:23:00.007Z,2026-03-15T11:22:37.434Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-82811,378,home,7,purchase,CHENNAI,mobile,2026-03-15T11:23:00.007Z,2026-03-15T11:22:37.435Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-16125,500,search,6,search,HYDERABAD,mobile,2026-03-15T11:23:00.007Z,2026-03-15T11:22:41.569Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-13672,172,product,3,purchase,MUMBAI,tablet,2026-03-15T11:23:00.007Z,2026-03-15T11:22:41.569Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-13883,290,product,5,remove,BENGALURU,desktop,2026-03-15T11:23:00.007Z,2026-03-15T11:22:45.730Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-10696,293,product,2,view,HYDERABAD,tablet,2026-03-15T11:23:00.007Z,2026-03-15T11:22:45.730Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-46453,436,home,7,purchase,PUNE,tablet,2026-03-15T11:23:00.007Z,2026-03-15T11:22:45.730Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-60919,329,cart,8,purchase,PUNE,tablet,2026-03-15T11:23:00.007Z,2026-03-15T11:22:49.880Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-15147,67,search,5,purchase,MUMBAI,tablet,2026-03-15T11:23:00.007Z,2026-03-15T11:22:49.881Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-10541,104,cart,1,add_to_cart,CHENNAI,mobile,2026-03-15T11:23:00.007Z,2026-03-15T11:22:49.881Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-97864,414,search,3,remove,DELHI,mobile,2026-03-15T11:23:00.007Z,2026-03-15T11:22:54.022Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-36578,313,search,8,remove,HYDERABAD,desktop,2026-03-15T11:23:00.007Z,2026-03-15T11:22:54.022Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-52827,29,checkout,8,view,PUNE,tablet,2026-03-15T11:23:00.007Z,2026-03-15T11:22:58.302Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-64916,225,home,5,add_to_cart,CHENNAI,tablet,2026-03-15T11:23:00.007Z,2026-03-15T11:22:58.302Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-55253,102,search,5,view,HYDERABAD,mobile,2026-03-15T11:23:00.007Z,2026-03-15T11:22:58.302Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-89837,346,cart,3,search,MUMBAI,tablet,2026-03-15T11:18:30.007Z,2026-03-15T11:17:59.909Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-94473,439,home,2,view,PUNE,tablet,2026-03-15T11:18:30.007Z,2026-03-15T11:17:59.909Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-50885,473,checkout,5,purchase,HYDERABAD,mobile,2026-03-15T11:18:30.007Z,2026-03-15T11:17:59.909Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-21018,8,search,4,view,PUNE,tablet,2026-03-15T11:18:30.007Z,2026-03-15T11:18:04.043Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-29100,423,product,3,remove,PUNE,desktop,2026-03-15T11:18:30.007Z,2026-03-15T11:18:04.043Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-95764,409,checkout,3,remove,HYDERABAD,desktop,2026-03-15T11:18:30.007Z,2026-03-15T11:18:08.174Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-46520,182,search,4,view,MUMBAI,desktop,2026-03-15T11:18:30.007Z,2026-03-15T11:18:08.174Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-23523,176,product,8,remove,CHENNAI,tablet,2026-03-15T11:18:30.007Z,2026-03-15T11:18:12.331Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-80015,455,product,5,purchase,MUMBAI,desktop,2026-03-15T11:18:30.007Z,2026-03-15T11:18:12.331Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-21299,49,cart,5,view,HYDERABAD,mobile,2026-03-15T11:18:30.007Z,2026-03-15T11:18:12.331Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-71968,102,search,3,search,HYDERABAD,desktop,2026-03-15T11:18:30.007Z,2026-03-15T11:18:16.470Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-30496,67,cart,8,purchase,HYDERABAD,desktop,2026-03-15T11:18:30.007Z,2026-03-15T11:18:16.470Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-27929,121,product,7,purchase,PUNE,desktop,2026-03-15T11:18:30.007Z,2026-03-15T11:18:16.470Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-73435,373,cart,2,search,PUNE,tablet,2026-03-15T11:18:30.007Z,2026-03-15T11:18:20.603Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-76786,382,product,2,add_to_cart,HYDERABAD,desktop,2026-03-15T11:18:30.007Z,2026-03-15T11:18:20.603Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-96816,391,search,6,search,MUMBAI,desktop,2026-03-15T11:18:30.007Z,2026-03-15T11:18:24.794Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-46435,463,search,6,view,BENGALURU,tablet,2026-03-15T11:18:30.007Z,2026-03-15T11:18:24.794Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-39853,142,search,2,search,HYDERABAD,desktop,2026-03-15T11:18:30.007Z,2026-03-15T11:18:29.011Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-88965,406,cart,1,view,HYDERABAD,desktop,2026-03-15T11:18:30.007Z,2026-03-15T11:18:29.011Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-95661,116,search,3,purchase,HYDERABAD,mobile,2026-03-15T11:25:00.007Z,2026-03-15T11:24:31.695Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-30930,400,home,1,remove,CHENNAI,tablet,2026-03-15T11:25:00.007Z,2026-03-15T11:24:31.695Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-87132,48,checkout,4,search,HYDERABAD,mobile,2026-03-15T11:25:00.007Z,2026-03-15T11:24:31.695Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-49978,250,home,5,search,DELHI,desktop,2026-03-15T11:25:00.007Z,2026-03-15T11:24:35.846Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-49696,470,checkout,3,remove,CHENNAI,mobile,2026-03-15T11:25:00.007Z,2026-03-15T11:24:35.847Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-66748,283,product,7,remove,PUNE,mobile,2026-03-15T11:25:00.007Z,2026-03-15T11:24:35.847Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-62603,175,product,8,add_to_cart,HYDERABAD,desktop,2026-03-15T11:25:00.007Z,2026-03-15T11:24:39.988Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-21457,6,home,7,add_to_cart,MUMBAI,desktop,2026-03-15T11:25:00.007Z,2026-03-15T11:24:39.988Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-85762,344,search,4,search,DELHI,desktop,2026-03-15T11:25:00.007Z,2026-03-15T11:24:44.147Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-53909,25,product,3,remove,MUMBAI,tablet,2026-03-15T11:25:00.007Z,2026-03-15T11:24:44.147Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-84178,452,product,2,add_to_cart,PUNE,tablet,2026-03-15T11:25:00.007Z,2026-03-15T11:24:44.147Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-26418,321,cart,5,purchase,BENGALURU,mobile,2026-03-15T11:25:00.007Z,2026-03-15T11:24:48.324Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-86716,228,product,3,purchase,PUNE,tablet,2026-03-15T11:25:00.007Z,2026-03-15T11:24:48.325Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-71976,274,search,2,purchase,PUNE,mobile,2026-03-15T11:25:00.007Z,2026-03-15T11:24:52.461Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-15342,163,product,4,add_to_cart,CHENNAI,mobile,2026-03-15T11:25:00.007Z,2026-03-15T11:24:52.461Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-12872,147,home,6,add_to_cart,DELHI,mobile,2026-03-15T11:25:00.007Z,2026-03-15T11:24:52.461Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-44851,98,checkout,3,search,MUMBAI,desktop,2026-03-15T11:25:00.007Z,2026-03-15T11:24:56.635Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-43287,231,home,5,search,MUMBAI,desktop,2026-03-15T11:25:00.007Z,2026-03-15T11:24:56.635Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-29132,347,home,2,purchase,CHENNAI,desktop,2026-03-15T11:29:00.007Z,2026-03-15T11:28:32.821Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-52792,158,home,4,search,BENGALURU,mobile,2026-03-15T11:29:00.007Z,2026-03-15T11:28:32.821Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-74829,202,product,3,view,CHENNAI,desktop,2026-03-15T11:29:00.007Z,2026-03-15T11:28:37.000Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-66619,164,search,8,search,DELHI,mobile,2026-03-15T11:29:00.007Z,2026-03-15T11:28:37.015Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-38718,34,home,2,search,PUNE,mobile,2026-03-15T11:29:00.007Z,2026-03-15T11:28:37.015Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-64501,373,search,8,view,DELHI,mobile,2026-03-15T11:29:00.007Z,2026-03-15T11:28:41.168Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-43030,422,product,4,view,BENGALURU,mobile,2026-03-15T11:29:00.007Z,2026-03-15T11:28:41.168Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-71881,173,cart,1,add_to_cart,DELHI,desktop,2026-03-15T11:29:00.007Z,2026-03-15T11:28:45.303Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-25325,283,search,2,view,CHENNAI,tablet,2026-03-15T11:29:00.007Z,2026-03-15T11:28:45.303Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-90640,149,checkout,1,purchase,DELHI,mobile,2026-03-15T11:29:00.007Z,2026-03-15T11:28:45.303Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-63092,471,search,4,purchase,BENGALURU,desktop,2026-03-15T11:29:00.007Z,2026-03-15T11:28:49.457Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-71847,35,checkout,8,add_to_cart,HYDERABAD,tablet,2026-03-15T11:29:00.007Z,2026-03-15T11:28:49.457Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-68280,226,search,3,add_to_cart,HYDERABAD,mobile,2026-03-15T11:29:00.007Z,2026-03-15T11:28:53.611Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-90002,326,search,8,remove,MUMBAI,mobile,2026-03-15T11:29:00.007Z,2026-03-15T11:28:53.612Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-44467,396,search,8,purchase,BENGALURU,desktop,2026-03-15T11:29:00.007Z,2026-03-15T11:28:57.756Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-77665,296,checkout,5,view,BENGALURU,mobile,2026-03-15T11:29:00.007Z,2026-03-15T11:28:57.757Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-88545,452,search,2,add_to_cart,MUMBAI,tablet,2026-03-15T11:29:00.007Z,2026-03-15T11:28:57.757Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-77027,39,product,7,view,MUMBAI,mobile,2026-03-15T11:26:30.006Z,2026-03-15T11:26:03.023Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-59688,251,checkout,3,add_to_cart,DELHI,mobile,2026-03-15T11:26:30.006Z,2026-03-15T11:26:03.024Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-46194,454,search,4,search,HYDERABAD,desktop,2026-03-15T11:26:30.006Z,2026-03-15T11:26:07.154Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-26226,444,product,1,remove,MUMBAI,mobile,2026-03-15T11:26:30.006Z,2026-03-15T11:26:07.155Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-42774,174,search,8,remove,BENGALURU,tablet,2026-03-15T11:26:30.006Z,2026-03-15T11:26:11.297Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-78966,471,cart,4,purchase,DELHI,desktop,2026-03-15T11:26:30.006Z,2026-03-15T11:26:11.297Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-27600,135,home,7,view,BENGALURU,mobile,2026-03-15T11:26:30.006Z,2026-03-15T11:26:15.433Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-26627,79,cart,8,search,CHENNAI,desktop,2026-03-15T11:26:30.006Z,2026-03-15T11:26:15.433Z,2026-03-15,11,2026-03-15T11:32:21.901Z
